,name,category_code,tag_list,offices,zip_code,city,country_code,latitude,longitude
718,iplotz,public_relations,"mockups, wireframing, prototyping","[{'zip_code': '22655', 'city': 'Stephens City', 'country_code': 'USA', 'latitude': 39.0832204, 'longitude': -78.218254}]",22655,Stephens City,USA,39.0832204,-78.218254
719,FHOKE,web,"graphic-design, web-design, creative-thinking, ecommerce, interface-design","[{'zip_code': 'SO208EG', 'city': 'Stockbridge', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",SO208EG,Stockbridge,GBR,,
720,DesignTorget,,,"[{'zip_code': '116 20', 'city': 'Stockholm', 'country_code': 'SWE', 'latitude': None, 'longitude': None}]",116 20,Stockholm,SWE,,
721,Embitel,ecommerce,"embedded-services, embedded-automotive, industrial-automation, media-services, wireless-services, cross-platform-services, e-commerce-services, e-retail-solutions, retail-business, online-portal-design, e-marketing, search-engine-optimization, seo, ppc, o","[{'zip_code': '70376', 'city': 'Stuttgart', 'country_code': 'DEU', 'latitude': 48.8203534, 'longitude': 9.2031939}]",70376,Stuttgart,DEU,48.8203534,9.2031939
722,IPEVO,hardware,,"[{'zip_code': '94085', 'city': 'Sunnyvale', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",94085,Sunnyvale,USA,,
723,AMD Handheld Graphics,semiconductor,,"[{'zip_code': '94088-3453', 'city': 'Sunnyvale', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",94088-3453,Sunnyvale,USA,,
724,iStylista,web,"personal-stylist, personal-shopper, designer-womenswear, online-personal-stylist, free-style-advice, online-personal-shopper, designer-clothes, designer-fashion, designer-shoes, designer-dresses","[{'zip_code': '', 'city': 'Surrey', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",,Surrey,GBR,,
725,Bywave,web,"web-design, web-development, php, xhtml, css, ajax, flash, facebook, social-media, startup","[{'zip_code': '2010', 'city': 'Surry Hills', 'country_code': 'AUS', 'latitude': -33.871118, 'longitude': 150.8705}]",2010,Surry Hills,AUS,-33.871118,150.8705
726,Gotham,advertising,"graphic-design, graphic, sydney, designer, web, internet, development, web-design, html, logo-design, corporate-design","[{'zip_code': '2000', 'city': 'Sydney', 'country_code': 'AUS', 'latitude': None, 'longitude': None}]",2000,Sydney,AUS,,
727,Bonefarm Creations,public_relations,"print, logo, identity, web-design, graphic-design, design, websites","[{'zip_code': '', 'city': 'Tallinn', 'country_code': 'EST', 'latitude': 59.4354282, 'longitude': 24.7438773}]",,Tallinn,EST,59.4354282,24.7438773
728,ParableSoft,software,"website-design, website-development, application-development, internet-marketing, seo, search-engine-optimization, online-marketing, press-release, blogging, pay-per-click, email-marketing, web-hosting","[{'zip_code': '33607', 'city': 'Tampa', 'country_code': 'USA', 'latitude': 27.952334, 'longitude': -82.4992}]",33607,Tampa,USA,27.952334,-82.4992
729,Oriental-Creations,ecommerce,"ikat-fabric, interior-design, suzani, suzani-bedding","[{'zip_code': '100100', 'city': 'Tashkent', 'country_code': 'UZB', 'latitude': None, 'longitude': None}]",100100,Tashkent,UZB,,
730,Keylex Internet Solutions,ecommerce,"ecommerce, web-development, application-development, web-design, mobile-application-development","[{'zip_code': '07666', 'city': 'Teaneck', 'country_code': 'USA', 'latitude': 40.902116, 'longitude': -74.004226}]",07666,Teaneck,USA,40.902116,-74.004226
731,Feng-GUI,software,"design, heatmap, convertion, advertisements, advertising, marketing, optimization, dynamic-ad, dynamic-creative, product-placement","[{'zip_code': '', 'city': 'Tel Aviv', 'country_code': 'ISR', 'latitude': 32.0554, 'longitude': 34.7595}]",,Tel Aviv,ISR,32.0554,34.7595
732,Internet Life,public_relations,"design, cms, web2-0, wordpress, tel-aviv","[{'zip_code': '63472', 'city': 'Tel Aviv', 'country_code': 'ISR', 'latitude': None, 'longitude': None}]",63472,Tel Aviv,ISR,,
733,DoNanza,web,"freelance, search, freelance-jobs, freelance-tools, online-project, jobsearch, job-board, writers, designers, developers","[{'zip_code': '67448', 'city': 'Tel Aviv', 'country_code': 'ISR', 'latitude': None, 'longitude': None}]",67448,Tel Aviv,ISR,,
734,ITERNOVA,consulting,"web, erp, crm, mobile, ecommerce, elearning, consulting, seo, design","[{'zip_code': '44001', 'city': 'Teruel', 'country_code': 'ESP', 'latitude': 40.3401332, 'longitude': -1.1059614}, {'zip_code': '50018', 'city': 'Zaragoza', 'country_code': 'ESP', 'latitude': 41.6698776, 'longitude': -0.8944867}]",50018,Zaragoza,ESP,41.6698776,-0.8944867
735,Scopial Fashions,web,"online-tshirt-designing, online-teeshirt-designing, online-tshirts, cool-tshirt-designing","[{'zip_code': '400607', 'city': 'Thane West', 'country_code': 'IND', 'latitude': 19.2025218, 'longitude': 72.9637728}]",400607,Thane West,IND,19.2025218,72.9637728
736,Aster Technologies,consulting,"web-design, web-application, custom-software-development, e-commerce","[{'zip_code': '91362', 'city': 'Thousand Oaks', 'country_code': 'USA', 'latitude': 34.1692256, 'longitude': -118.836014}]",91362,Thousand Oaks,USA,34.1692256,-118.836014
737,Sencia,software,"web-design, web-development, lms, lcms, search-engine-optimization, seo, training-management-system, learning-management-system","[{'zip_code': 'P7B 6A7', 'city': 'Thunder Bay', 'country_code': 'CAN', 'latitude': 48.4317715, 'longitude': -89.2225515}]",P7B 6A7,Thunder Bay,CAN,48.4317715,-89.2225515
738,InterGraphicDESIGNS,network_hosting,"web, design, graphic, costa, rica, logo, hosting","[{'zip_code': '81-1100 TibÃ¡s', 'city': 'TibÃ¡s, San JosÃ©', 'country_code': 'CRI', 'latitude': None, 'longitude': None}]",81-1100 TibÃ¡s,"TibÃ¡s, San JosÃ©",CRI,,
739,Brightegg,public_relations,"website, cms, web-design, private-label","[{'zip_code': '06084', 'city': 'Tolland', 'country_code': 'USA', 'latitude': 41.856671, 'longitude': -72.3448043}]",06084,Tolland,USA,41.856671,-72.3448043
740,Phi Media,web,"Phi, Design, Development, Coding, Graphic-Design, Flash, Consulting, IA, Motion","[{'zip_code': 'M6K 1L3', 'city': 'Toronto', 'country_code': 'CAN', 'latitude': None, 'longitude': None}]",M6K 1L3,Toronto,CAN,,
741,Monkey in your Soul,software,"python, django, monkey-in-your-soul, web, development, design, php, pylons","[{'zip_code': '', 'city': 'Toronto', 'country_code': 'CAN', 'latitude': 43.670233, 'longitude': -79.386755}]",,Toronto,CAN,43.670233,-79.386755
742,AYCE Internet,advertising,"web-design, development, seo, sem, consulting","[{'zip_code': 'm5p3l1', 'city': 'Toronto', 'country_code': 'CAN', 'latitude': None, 'longitude': None}]",m5p3l1,Toronto,CAN,,
743,The Jonah Group,consulting,"custom, beauty, beauty-of-custom--application-development, interactive, business-intelligence, data-warehousing, web-development, web-applications, wealth-management-systems, web-design, financial, health-insurance, automotive, j2ee, grails, groovy, fun","[{'zip_code': 'M5V1K4', 'city': 'Toronto', 'country_code': 'CAN', 'latitude': None, 'longitude': None}]",M5V1K4,Toronto,CAN,,
744,Site Mafia Interactive,other,"web-development-toronto, web-design-toronto, web-marketing, business-marketing, small-business-services","[{'zip_code': 'M5S 2B4', 'city': 'Toronto', 'country_code': 'CAN', 'latitude': 43.6694834, 'longitude': -79.389325}]",M5S 2B4,Toronto,CAN,43.6694834,-79.389325
745,X-PRIME,advertising,"marketing, advertising, online, b2b, b2c, viral-marketin, communit-y, social, technology, design, innovation","[{'zip_code': '31100', 'city': 'Toulouse', 'country_code': 'FRA', 'latitude': 43.561452, 'longitude': 1.425107}]",31100,Toulouse,FRA,43.561452,1.425107
746,HyperTEK Corporation,ecommerce,"wed-design, hosting, e-commerce, development, application-development","[{'zip_code': '48083-1398', 'city': 'Troy', 'country_code': 'USA', 'latitude': 42.56349, 'longitude': -83.136514}]",48083-1398,Troy,USA,42.56349,-83.136514
747,Zebra Web Design,software,zebra-web-design-software,"[{'zip_code': 'NE1 1SG', 'city': 'Tyne & Wear', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",NE1 1SG,Tyne & Wear,GBR,,
748,Slides2407!,public_relations,"company, design, creative, designers, powerpoint, communication","[{'zip_code': '10989', 'city': 'Valley Cottage', 'country_code': 'USA', 'latitude': 41.130024, 'longitude': -73.928795}]",10989,Valley Cottage,USA,41.130024,-73.928795
749,Virtually Canadian,advertising,"seo, sem, internet-marketing-strategy, web-marketing, e-marketing, web-design, keyword-research, reports, analytics, statistics, pay-per-click, e-mail-marketing, newsletter, spam-filtering, copy-writing","[{'zip_code': 'V6B 2M1', 'city': 'Vancouver', 'country_code': 'CAN', 'latitude': 49.277711, 'longitude': -123.113775}]",V6B 2M1,Vancouver,CAN,49.277711,-123.113775
750,Cirv,enterprise,"website-development, portland-or, vancouver-wa, website-applications, website-design, crm, content-management","[{'zip_code': '98660', 'city': 'Vancouver', 'country_code': 'USA', 'latitude': 45.630718, 'longitude': -122.682791}]",98660,Vancouver,USA,45.630718,-122.682791
751,Limewheel Creative,consulting,"web-design, webapps, branding, design","[{'zip_code': 'V6B 3H7', 'city': 'Vancouver', 'country_code': 'CAN', 'latitude': None, 'longitude': None}]",V6B 3H7,Vancouver,CAN,,
752,MakeFive,other,"community, technology, design, reviews, socialmedia, top-five, video, humor, social, networking, media, sports, news, business, experiences, entertainment, debate","[{'zip_code': 'V6B 1H7', 'city': 'Vancouver, BC', 'country_code': 'CAN', 'latitude': 49.2839417, 'longitude': -123.1101383}]",V6B 1H7,"Vancouver, BC",CAN,49.2839417,-123.1101383
753,Vistaprint,advertising,printsmart-co,"[{'zip_code': '5928 LW', 'city': 'Venlo', 'country_code': 'NLD', 'latitude': None, 'longitude': None}]",5928 LW,Venlo,NLD,,
754,Matt Salik Freelance Design,web,"design, victoria-bc, matt-salik, freelance, designer, graphic, web-site, web-design, identity, logo, packaging, contract, print, t-shirt, signage, business-cards, poster, advertising, creative, portfolio, artist, blog, affordable, branding, custom","[{'zip_code': '', 'city': 'Victoria BC', 'country_code': 'CAN', 'latitude': 48.4275, 'longitude': -123.367259}]",,Victoria BC,CAN,48.4275,-123.367259
755,MetaLab,public_relations,"web-design, interface-design, design","[{'zip_code': 'V8W 1V7', 'city': 'Victoria, British Columbia', 'country_code': 'CAN', 'latitude': 48.4096766, 'longitude': -123.3476874}]",V8W 1V7,"Victoria, British Columbia",CAN,48.4096766,-123.3476874
756,West-Age Web Services,network_hosting,"west-age, computer-services, web-services, microsoft-servers, linux-implementations, microsoft-office, open-office, microsoft-exchange, virtual-machines, networking, lan, wan, backup-solutions, web-design, web-hosting","[{'zip_code': '92081', 'city': 'Vista', 'country_code': 'USA', 'latitude': 33.1658122, 'longitude': -117.24652}]",92081,Vista,USA,33.1658122,-117.24652
757,Coskata,cleantech,"renewable-energy-company, liquid-fuels, ethanol, transformative-bioreactor-designs","[{'zip_code': '60555', 'city': 'Warrenville', 'country_code': 'USA', 'latitude': 41.8035954, 'longitude': -88.159371}]",60555,Warrenville,USA,41.8035954,-88.159371
758,Personal,mobile,"personal-data, privacy-by-design, security, data-vault, form-filling","[{'zip_code': '20007', 'city': 'Washington', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",20007,Washington,USA,,
759,Maga Design Group,public_relations,"design, information, graphics, super, challenges, solutions, maps, visual, node, chart, communication, graph","[{'zip_code': '20009', 'city': 'Washington, DC', 'country_code': 'USA', 'latitude': 38.921547, 'longitude': -77.041976}]",20009,"Washington, DC",USA,38.921547,-77.041976
760,Tilted Pixel,software,"web-development, web-design, website-development, website-design, online-marketing, ppc-management, adwords-management","[{'zip_code': 'N2J 3H8', 'city': 'Waterloo', 'country_code': 'CAN', 'latitude': 43.4796149, 'longitude': -80.5212876}]",N2J 3H8,Waterloo,CAN,43.4796149,-80.5212876
761,Neoganda,advertising,"digital, digital-advertising, digital-advertising-agency, web-development, online-strategy, digital-strategy, online-ad-campaigns, banner-ads, digital-marketing, websites, viral, viral-campaign, widget, facebook-applications, facebook-apps, design, develo","[{'zip_code': '90048', 'city': 'West Hollywood', 'country_code': 'USA', 'latitude': 34.076404, 'longitude': -118.375053}]",90048,West Hollywood,USA,34.076404,-118.375053
762,Zulu Creative,advertising,"website-optimisation, development, online-marketing, graphic-design, birmingham-uk, midlands, sutton-coldfield","[{'zip_code': 'B74 4BZ', 'city': 'West Midlands', 'country_code': 'GBR', 'latitude': 52.588545, 'longitude': -1.830892}]",B74 4BZ,West Midlands,GBR,52.588545,-1.830892
763,Verve Creative,web,"web-design, web-development, web-site, website, boston, web-designer, boston-web-design-firm","[{'zip_code': '02465', 'city': 'West Newton', 'country_code': 'USA', 'latitude': 42.34975, 'longitude': -71.228865}]",02465,West Newton,USA,42.34975,-71.228865
764,LSF Design,hardware,"fpga, asic, pcb, design, hardware-design, xilinx, altera, product-design, hardware-engineering","[{'zip_code': '01886', 'city': 'Westford', 'country_code': 'USA', 'latitude': 42.626479, 'longitude': -71.465011}]",01886,Westford,USA,42.626479,-71.465011
765,ikywim creative,advertising,"design, xhtml, css, central-florida, orlando, winter-park, sound, production, branding, websites, collateral","[{'zip_code': '32792', 'city': 'Winter Park', 'country_code': 'USA', 'latitude': 28.621704, 'longitude': -81.290729}]",32792,Winter Park,USA,28.621704,-81.290729
766,River Horse,games_video,river-horse-shuuro,"[{'zip_code': 'NG8 2BE', 'city': 'Wollaton (Nottingham)', 'country_code': 'GBR', 'latitude': 52.955042, 'longitude': -1.217092}]",NG8 2BE,Wollaton (Nottingham),GBR,52.955042,-1.217092
767,Leafish,network_hosting,"web, internet, design, development, php, drupal, hosting","[{'zip_code': 'LL11 4ZG', 'city': 'Wrexham', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",LL11 4ZG,Wrexham,GBR,,
768,FashionFreax GmbH,web,"fashion, community, trends, styles, outfits, map, designers","[{'zip_code': '63607', 'city': 'WÃ¤chtersbach', 'country_code': 'DEU', 'latitude': 52.537588, 'longitude': 13.37402}]",63607,WÃ¤chtersbach,DEU,52.537588,13.37402
769,FashionFreax GmbH,web,"fashion, community, trends, styles, outfits, map, designers","[{'zip_code': '63607', 'city': 'WÃ¤chtersbach', 'country_code': 'DEU', 'latitude': 52.537588, 'longitude': 13.37402}]",63607,WÃ¤chtersbach,DEU,52.537588,13.37402
770,Nosco,network_hosting,"hosting, design, web, internet, open-source, tmkcms","[{'zip_code': '10000', 'city': 'Zagreb', 'country_code': 'HRV', 'latitude': 45.8708777, 'longitude': 16.003871}]",10000,Zagreb,HRV,45.8708777,16.003871
771,Pacecode Technologies,consulting,"website-development-in-india, website-design-in-india, india-freelancers, hire-indian-freelancers, joomla-web-developer, joomla-developer---joomla-website-development, joomla-developer, joomla-designer, joomla-development","[{'zip_code': '600020', 'city': 'chennai', 'country_code': 'IND', 'latitude': None, 'longitude': None}]",600020,chennai,IND,,
772,Ifline Technologies,consulting,,"[{'zip_code': '600002', 'city': 'chennai', 'country_code': 'IND', 'latitude': 13.0293465, 'longitude': 80.2122271}]",600002,chennai,IND,13.0293465,80.2122271
773,eCommerce Positioning,consulting,ecommerce-search-engine-marketing-seattle---search-engine-friendly-ecommerce---seo-web-design-seattle-wa,"[{'zip_code': '98208', 'city': 'everett', 'country_code': 'USA', 'latitude': 47.931263, 'longitude': -122.255136}]",98208,everett,USA,47.931263,-122.255136
